archivo,campo_json,tipo_observado,nullable,significado,unidad,fuente,ejemplo_real
cantones_wgs84.geojson,fallecidos_detallado.usuario.peaton,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,38
cantones_wgs84.geojson,fallecidos_historico,object,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_historico.2020,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,59
cantones_wgs84.geojson,fallecidos_historico.2021,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,92
cantones_wgs84.geojson,fallecidos_historico.2022,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_historico.2023,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,97
cantones_wgs84.geojson,fallecidos_historico.2024,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_inec_2019,integer/null,si,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,53
cantones_wgs84.geojson,fallecidos_sppat_2016_2021,integer/null,si,Fallecidos SPPAT por categoria/ano,personas,SPPAT,365
cantones_wgs84.geojson,inec_patron_horario,null/object,si,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2019,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2019.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,24
cantones_wgs84.geojson,inec_patron_horario.2019.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,28
cantones_wgs84.geojson,inec_patron_horario.2019.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,27
cantones_wgs84.geojson,inec_patron_horario.2019.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
cantones_wgs84.geojson,inec_patron_horario.2019.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,22
cantones_wgs84.geojson,inec_patron_horario.2019.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,12
cantones_wgs84.geojson,inec_patron_horario.2019.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
cantones_wgs84.geojson,inec_patron_horario.2019.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
cantones_wgs84.geojson,inec_patron_horario.2019.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,46
cantones_wgs84.geojson,inec_patron_horario.2019.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,32
cantones_wgs84.geojson,inec_patron_horario.2019.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,30
cantones_wgs84.geojson,inec_patron_horario.2019.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,30
cantones_wgs84.geojson,inec_patron_horario.2019.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,47
cantones_wgs84.geojson,inec_patron_horario.2019.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,49
cantones_wgs84.geojson,inec_patron_horario.2019.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,47
cantones_wgs84.geojson,inec_patron_horario.2019.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,53
cantones_wgs84.geojson,inec_patron_horario.2019.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,54
cantones_wgs84.geojson,inec_patron_horario.2019.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,65
cantones_wgs84.geojson,inec_patron_horario.2019.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,70
cantones_wgs84.geojson,inec_patron_horario.2019.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,77
cantones_wgs84.geojson,inec_patron_horario.2019.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,66
cantones_wgs84.geojson,inec_patron_horario.2019.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,55
cantones_wgs84.geojson,inec_patron_horario.2019.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,48
cantones_wgs84.geojson,inec_patron_horario.2019.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,39
cantones_wgs84.geojson,inec_patron_horario.2021,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2021.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,15
cantones_wgs84.geojson,inec_patron_horario.2021.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,19
cantones_wgs84.geojson,inec_patron_horario.2021.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,17
cantones_wgs84.geojson,inec_patron_horario.2021.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,13
cantones_wgs84.geojson,inec_patron_horario.2021.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,11
cantones_wgs84.geojson,inec_patron_horario.2021.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,11
cantones_wgs84.geojson,inec_patron_horario.2021.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,20
cantones_wgs84.geojson,inec_patron_horario.2021.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,25
cantones_wgs84.geojson,inec_patron_horario.2021.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
cantones_wgs84.geojson,inec_patron_horario.2021.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,20
cantones_wgs84.geojson,inec_patron_horario.2021.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,22
cantones_wgs84.geojson,inec_patron_horario.2021.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,25
cantones_wgs84.geojson,inec_patron_horario.2021.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,23
cantones_wgs84.geojson,inec_patron_horario.2021.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,27
cantones_wgs84.geojson,inec_patron_horario.2021.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,32
cantones_wgs84.geojson,inec_patron_horario.2021.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,35
cantones_wgs84.geojson,inec_patron_horario.2021.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,45
cantones_wgs84.geojson,inec_patron_horario.2021.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,33
cantones_wgs84.geojson,inec_patron_horario.2021.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,32
cantones_wgs84.geojson,inec_patron_horario.2021.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,48
cantones_wgs84.geojson,inec_patron_horario.2021.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,39
cantones_wgs84.geojson,inec_patron_horario.2021.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
cantones_wgs84.geojson,inec_patron_horario.2021.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,32
cantones_wgs84.geojson,inec_patron_horario.2021.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,20
cantones_wgs84.geojson,inec_patron_horario.2022,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2022.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,31
cantones_wgs84.geojson,inec_patron_horario.2022.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,20
cantones_wgs84.geojson,inec_patron_horario.2022.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,38
cantones_wgs84.geojson,inec_patron_horario.2022.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,18
cantones_wgs84.geojson,inec_patron_horario.2022.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,21
cantones_wgs84.geojson,inec_patron_horario.2022.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,14
cantones_wgs84.geojson,inec_patron_horario.2022.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,43
cantones_wgs84.geojson,inec_patron_horario.2022.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,42
cantones_wgs84.geojson,inec_patron_horario.2022.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,41
cantones_wgs84.geojson,inec_patron_horario.2022.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
cantones_wgs84.geojson,inec_patron_horario.2022.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,31
cantones_wgs84.geojson,inec_patron_horario.2022.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,40
cantones_wgs84.geojson,inec_patron_horario.2022.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
cantones_wgs84.geojson,inec_patron_horario.2022.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,42
cantones_wgs84.geojson,inec_patron_horario.2022.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,48
cantones_wgs84.geojson,inec_patron_horario.2022.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,48
cantones_wgs84.geojson,inec_patron_horario.2022.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,57
cantones_wgs84.geojson,inec_patron_horario.2022.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,50
cantones_wgs84.geojson,inec_patron_horario.2022.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,49
cantones_wgs84.geojson,inec_patron_horario.2022.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,65
cantones_wgs84.geojson,inec_patron_horario.2022.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,47
cantones_wgs84.geojson,inec_patron_horario.2022.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,45
cantones_wgs84.geojson,inec_patron_horario.2022.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,33
cantones_wgs84.geojson,inec_patron_horario.2022.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,28
cantones_wgs84.geojson,inec_patron_horario.2023,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2023.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
cantones_wgs84.geojson,inec_patron_horario.2023.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,27
cantones_wgs84.geojson,inec_patron_horario.2023.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,28
cantones_wgs84.geojson,inec_patron_horario.2023.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,28
cantones_wgs84.geojson,inec_patron_horario.2023.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,20
cantones_wgs84.geojson,inec_patron_horario.2023.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,17
cantones_wgs84.geojson,inec_patron_horario.2023.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,39
cantones_wgs84.geojson,inec_patron_horario.2023.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,53
cantones_wgs84.geojson,inec_patron_horario.2023.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,42
cantones_wgs84.geojson,inec_patron_horario.2023.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,30
cantones_wgs84.geojson,inec_patron_horario.2023.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,33
cantones_wgs84.geojson,inec_patron_horario.2023.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,46
cantones_wgs84.geojson,inec_patron_horario.2023.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
cantones_wgs84.geojson,inec_patron_horario.2023.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,49
cantones_wgs84.geojson,inec_patron_horario.2023.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,49
cantones_wgs84.geojson,inec_patron_horario.2023.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,59
cantones_wgs84.geojson,inec_patron_horario.2023.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,52
cantones_wgs84.geojson,inec_patron_horario.2023.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,60
cantones_wgs84.geojson,inec_patron_horario.2023.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,47
cantones_wgs84.geojson,inec_patron_horario.2023.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,59
cantones_wgs84.geojson,inec_patron_horario.2023.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,47
cantones_wgs84.geojson,inec_patron_horario.2023.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,41
cantones_wgs84.geojson,inec_patron_horario.2023.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,51
cantones_wgs84.geojson,inec_patron_horario.2023.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,32
cantones_wgs84.geojson,inec_patron_horario.2024,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2024.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
cantones_wgs84.geojson,inec_patron_horario.2024.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,27
cantones_wgs84.geojson,inec_patron_horario.2024.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,35
cantones_wgs84.geojson,inec_patron_horario.2024.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,24
cantones_wgs84.geojson,inec_patron_horario.2024.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,18
cantones_wgs84.geojson,inec_patron_horario.2024.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,27
cantones_wgs84.geojson,inec_patron_horario.2024.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,31
cantones_wgs84.geojson,inec_patron_horario.2024.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,66
cantones_wgs84.geojson,inec_patron_horario.2024.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,53
cantones_wgs84.geojson,inec_patron_horario.2024.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,38
cantones_wgs84.geojson,inec_patron_horario.2024.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,51
cantones_wgs84.geojson,inec_patron_horario.2024.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,35
cantones_wgs84.geojson,inec_patron_horario.2024.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,63
cantones_wgs84.geojson,inec_patron_horario.2024.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,60
cantones_wgs84.geojson,inec_patron_horario.2024.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,45
cantones_wgs84.geojson,inec_patron_horario.2024.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,67
cantones_wgs84.geojson,inec_patron_horario.2024.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,55
cantones_wgs84.geojson,inec_patron_horario.2024.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,68
cantones_wgs84.geojson,inec_patron_horario.2024.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,86
cantones_wgs84.geojson,inec_patron_horario.2024.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,91
cantones_wgs84.geojson,inec_patron_horario.2024.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,51
cantones_wgs84.geojson,inec_patron_horario.2024.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,52
cantones_wgs84.geojson,inec_patron_horario.2024.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,48
cantones_wgs84.geojson,inec_patron_horario.2024.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,41
cantones_wgs84.geojson,inec_por_causa,null/object,si,Siniestros por causa probable y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_por_causa.2019,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_por_causa.2019.DANOS MECANICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,3
cantones_wgs84.geojson,inec_por_causa.2019.EMBRIAGUEZ O DROGA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,209
cantones_wgs84.geojson,inec_por_causa.2019.EXCESO VELOCIDAD,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,6
cantones_wgs84.geojson,inec_por_causa.2019.FACTORES CLIMATICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,4
cantones_wgs84.geojson,inec_por_causa.2019.IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,579
cantones_wgs84.geojson,inec_por_causa.2019.IMPRUDENCIA DEL PEATON,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,41
cantones_wgs84.geojson,inec_por_causa.2019.MAL ESTADO DE LA VIA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,1
cantones_wgs84.geojson,inec_por_causa.2019.MAL REBASAMIENTO INVADIR CARRIL,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,61
cantones_wgs84.geojson,inec_por_causa.2019.NO RESPETA LAS SENALES DE TRANSITO,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,115
cantones_wgs84.geojson,inec_por_causa.2019.OTRAS CAUSAS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,5
cantones_wgs84.geojson,inec_por_causa.2021,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_por_causa.2021.DANOS MECANICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,1
cantones_wgs84.geojson,inec_por_causa.2021.EMBRIAGUEZ O DROGA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,92
cantones_wgs84.geojson,inec_por_causa.2021.EXCESO VELOCIDAD,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,21
cantones_wgs84.geojson,inec_por_causa.2021.FACTORES CLIMATICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,6
cantones_wgs84.geojson,inec_por_causa.2021.IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,300
cantones_wgs84.geojson,inec_por_causa.2021.IMPRUDENCIA DEL PEATON,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,28
cantones_wgs84.geojson,inec_por_causa.2021.MAL ESTADO DE LA VIA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,1
cantones_wgs84.geojson,inec_por_causa.2021.MAL REBASAMIENTO INVADIR CARRIL,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,14
cantones_wgs84.geojson,inec_por_causa.2021.NO RESPETA LAS SENALES DE TRANSITO,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,151
cantones_wgs84.geojson,inec_por_causa.2021.OTRAS CAUSAS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,8
cantones_wgs84.geojson,inec_por_causa.2022,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_por_causa.2022.DANOS MECANICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,11
cantones_wgs84.geojson,inec_por_causa.2022.EMBRIAGUEZ O DROGA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,187
cantones_wgs84.geojson,inec_por_causa.2022.EXCESO VELOCIDAD,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,41
cantones_wgs84.geojson,inec_por_causa.2022.FACTORES CLIMATICOS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,11
cantones_wgs84.geojson,inec_por_causa.2022.IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,361
cantones_wgs84.geojson,inec_por_causa.2022.IMPRUDENCIA DEL PEATON,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,33
cantones_wgs84.geojson,inec_por_causa.2022.MAL ESTADO DE LA VIA,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,5
cantones_wgs84.geojson,inec_por_causa.2022.MAL REBASAMIENTO INVADIR CARRIL,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,34
cantones_wgs84.geojson,inec_por_causa.2022.NO RESPETA LAS SENALES DE TRANSITO,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,228
cantones_wgs84.geojson,inec_por_causa.2022.OTRAS CAUSAS,integer,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,6
cantones_wgs84.geojson,inec_por_causa.2023,object,no,Siniestros por causa probable y ano,eventos,INEC ESTRA,
